Restaurant Name,City,Latitude,Longitude,Cuisine
"Chaudhry, Bir and Mukhopadhyay Restaurant",Jaipur,26.9124,75.7873,South Indian
Bhardwaj Inc Restaurant,Mumbai,19.076,72.8777,Chinese
"Mannan, Pau and Narula Restaurant",Pune,18.5204,73.8567,Japanese
Sethi Inc Restaurant,Pune,18.5204,73.8567,Mexican
"Bali, Gour and Bose Restaurant",Chennai,13.0827,80.2707,Indian
Bhakta Inc Restaurant,Jaipur,26.9124,75.7873,Mexican
"Iyer, Buch and Muni Restaurant",Mumbai,19.076,72.8777,Japanese
"Muni, Dhar and Dada Restaurant",Hyderabad,17.385,78.4867,Mexican
Bala-Virk Restaurant,Ahmedabad,23.0225,72.5714,Chinese
Nanda-Kumar Restaurant,Bangalore,12.9716,77.5946,Mexican
"Chaudhary, Suri and Loke Restaurant",Pune,18.5204,73.8567,Indian
Balakrishnan and Sons Restaurant,Jaipur,26.9124,75.7873,Mexican
Nagy-Handa Restaurant,Hyderabad,17.385,78.4867,Mexican
Hans LLC Restaurant,Bangalore,12.9716,77.5946,North Indian
"Sarin, Bawa and Atwal Restaurant",Hyderabad,17.385,78.4867,Chinese
"Anne, Bhakta and Hegde Restaurant",Pune,18.5204,73.8567,Mexican
Yogi Ltd Restaurant,Pune,18.5204,73.8567,Mexican
Venkatesh-Srinivas Restaurant,Delhi,28.6139,77.209,Italian
Rege-Bhattacharyya Restaurant,Delhi,28.6139,77.209,North Indian
Desai-Acharya Restaurant,Mumbai,19.076,72.8777,South Indian
Sama-Balakrishnan Restaurant,Mumbai,19.076,72.8777,Italian
Raj PLC Restaurant,Pune,18.5204,73.8567,Arabic
"Bala, Kulkarni and Mitter Restaurant",Bangalore,12.9716,77.5946,Italian
Rajagopal-Raju Restaurant,Jaipur,26.9124,75.7873,Italian
Keer Group Restaurant,Mumbai,19.076,72.8777,North Indian
"Wadhwa, Dugal and Ahluwalia Restaurant",Lucknow,26.8467,80.9462,Mexican
Desai-Palla Restaurant,Hyderabad,17.385,78.4867,Mexican
Ben Ltd Restaurant,Chennai,13.0827,80.2707,Arabic
"Kakar, Pal and Reddy Restaurant",Mumbai,19.076,72.8777,Arabic
Ramachandran-Bhandari Restaurant,Mumbai,19.076,72.8777,South Indian
Rastogi Group Restaurant,Kolkata,22.5726,88.3639,Mexican
Grover-Nanda Restaurant,Ahmedabad,23.0225,72.5714,Indian
"Datta, Datta and Kade Restaurant",Jaipur,26.9124,75.7873,Mexican
Behl-Bal Restaurant,Pune,18.5204,73.8567,Japanese
Basu-Gole Restaurant,Kolkata,22.5726,88.3639,Italian
Setty and Sons Restaurant,Delhi,28.6139,77.209,Chinese
"Gara, Bassi and De Restaurant",Pune,18.5204,73.8567,Japanese
Garg Group Restaurant,Kolkata,22.5726,88.3639,North Indian
Desai-Acharya Restaurant,Pune,18.5204,73.8567,Italian
"Mohanty, Bala and Balay Restaurant",Kolkata,22.5726,88.3639,North Indian
Kari Inc Restaurant,Mumbai,19.076,72.8777,Japanese
Deshpande LLC Restaurant,Ahmedabad,23.0225,72.5714,South Indian
Sood-Venkatesh Restaurant,Kolkata,22.5726,88.3639,Mexican
Dhaliwal Group Restaurant,Jaipur,26.9124,75.7873,South Indian
"Date, Sankaran and Brar Restaurant",Lucknow,26.8467,80.9462,Japanese
"Garg, Sahni and Prabhakar Restaurant",Kolkata,22.5726,88.3639,Indian
"Lad, Chand and Agate Restaurant",Bangalore,12.9716,77.5946,South Indian
Pradhan-Dhar Restaurant,Hyderabad,17.385,78.4867,Arabic
Chacko-Kade Restaurant,Delhi,28.6139,77.209,Indian
Madan PLC Restaurant,Chennai,13.0827,80.2707,Indian
"Master, Kale and Jani Restaurant",Chennai,13.0827,80.2707,Italian
"Deo, Choudhry and Sandhu Restaurant",Mumbai,19.076,72.8777,South Indian
Dave Inc Restaurant,Kolkata,22.5726,88.3639,Indian
Chadha and Sons Restaurant,Lucknow,26.8467,80.9462,Arabic
"Nayar, Kata and Goel Restaurant",Pune,18.5204,73.8567,Indian
Bhardwaj-Sabharwal Restaurant,Hyderabad,17.385,78.4867,Indian
Chowdhury-Narula Restaurant,Delhi,28.6139,77.209,Arabic
"Tata, Pillay and Parsa Restaurant",Ahmedabad,23.0225,72.5714,Indian
Rajan PLC Restaurant,Bangalore,12.9716,77.5946,Indian
Vyas Group Restaurant,Pune,18.5204,73.8567,Japanese
Pillai LLC Restaurant,Lucknow,26.8467,80.9462,Italian
Uppal LLC Restaurant,Bangalore,12.9716,77.5946,Arabic
Merchant-Panchal Restaurant,Ahmedabad,23.0225,72.5714,Indian
Vora-Gour Restaurant,Chennai,13.0827,80.2707,Indian
Suresh-Dalal Restaurant,Delhi,28.6139,77.209,Arabic
Virk-Deshmukh Restaurant,Kolkata,22.5726,88.3639,North Indian
Golla-Rau Restaurant,Chennai,13.0827,80.2707,North Indian
Divan Inc Restaurant,Lucknow,26.8467,80.9462,Japanese
Deshpande-Gera Restaurant,Lucknow,26.8467,80.9462,Mexican
"Mandal, Mani and Mutti Restaurant",Chennai,13.0827,80.2707,Indian
"Hayer, Thakkar and Andra Restaurant",Bangalore,12.9716,77.5946,Italian
Kulkarni-Kar Restaurant,Kolkata,22.5726,88.3639,Italian
Sachdeva-Konda Restaurant,Hyderabad,17.385,78.4867,Mexican
Chakraborty-Ganguly Restaurant,Hyderabad,17.385,78.4867,Japanese
Garg-Tailor Restaurant,Lucknow,26.8467,80.9462,Mexican
Kaul-Sheth Restaurant,Delhi,28.6139,77.209,Chinese
Yogi-Kari Restaurant,Bangalore,12.9716,77.5946,Mexican
Dayal PLC Restaurant,Hyderabad,17.385,78.4867,Mexican
Raghavan-Khosla Restaurant,Jaipur,26.9124,75.7873,North Indian
Aggarwal-Chaudhry Restaurant,Chennai,13.0827,80.2707,South Indian
Purohit LLC Restaurant,Ahmedabad,23.0225,72.5714,Chinese
"Muni, Dhar and Dada Restaurant",Pune,18.5204,73.8567,Japanese
"Dhingra, Ratti and Karan Restaurant",Hyderabad,17.385,78.4867,Indian
Bhagat Inc Restaurant,Lucknow,26.8467,80.9462,Arabic
Bahri-Agrawal Restaurant,Hyderabad,17.385,78.4867,Italian
Chakraborty-Ganguly Restaurant,Chennai,13.0827,80.2707,South Indian
Mohan Group Restaurant,Kolkata,22.5726,88.3639,Italian
Bahri-Agrawal Restaurant,Delhi,28.6139,77.209,Japanese
Bhardwaj-Sabharwal Restaurant,Kolkata,22.5726,88.3639,Chinese
"Karnik, Jha and Sridhar Restaurant",Pune,18.5204,73.8567,Indian
Butala-Bora Restaurant,Jaipur,26.9124,75.7873,Mexican
"Ramaswamy, Singh and Shetty Restaurant",Ahmedabad,23.0225,72.5714,Italian
"Agrawal, Bal and Goswami Restaurant",Chennai,13.0827,80.2707,Indian
"Shetty, Om and Kapoor Restaurant",Chennai,13.0827,80.2707,Indian
"Aggarwal, Tank and Zacharia Restaurant",Pune,18.5204,73.8567,Indian
Dube-Barman Restaurant,Pune,18.5204,73.8567,Japanese
"Patil, Banerjee and Bail Restaurant",Hyderabad,17.385,78.4867,Indian
Sheth and Sons Restaurant,Jaipur,26.9124,75.7873,Indian
Vasa Ltd Restaurant,Bangalore,12.9716,77.5946,South Indian
Halder Inc Restaurant,Hyderabad,17.385,78.4867,Indian
Ramanathan-Balakrishnan Restaurant,Ahmedabad,23.0225,72.5714,Mexican
"Shan, Sarraf and Chacko Restaurant",Pune,18.5204,73.8567,Chinese
"Oza, Kala and Gopal Restaurant",Delhi,28.6139,77.209,Mexican
Dalal-Srivastava Restaurant,Ahmedabad,23.0225,72.5714,Chinese
Mall-Srivastava Restaurant,Kolkata,22.5726,88.3639,Arabic
Arora-Doshi Restaurant,Pune,18.5204,73.8567,North Indian
Sundaram-Dass Restaurant,Jaipur,26.9124,75.7873,North Indian
Ganesh PLC Restaurant,Jaipur,26.9124,75.7873,Italian
"Iyer, Barman and Bhandari Restaurant",Mumbai,19.076,72.8777,North Indian
De Group Restaurant,Pune,18.5204,73.8567,South Indian
"Ganguly, Raj and Kata Restaurant",Kolkata,22.5726,88.3639,South Indian
"Dutta, Pal and Babu Restaurant",Mumbai,19.076,72.8777,North Indian
"Pillay, Behl and Arora Restaurant",Mumbai,19.076,72.8777,Italian
"Wason, Bhatt and Shenoy Restaurant",Bangalore,12.9716,77.5946,Japanese
Ganguly PLC Restaurant,Ahmedabad,23.0225,72.5714,Chinese
Prabhakar-Modi Restaurant,Lucknow,26.8467,80.9462,Chinese
Chakrabarti PLC Restaurant,Pune,18.5204,73.8567,Mexican
"Oza, Mallick and Natt Restaurant",Jaipur,26.9124,75.7873,South Indian
"Kumar, Chaudry and Dhingra Restaurant",Chennai,13.0827,80.2707,North Indian
Wason-Gour Restaurant,Ahmedabad,23.0225,72.5714,Italian
"Dutta, Pal and Babu Restaurant",Kolkata,22.5726,88.3639,Indian
Swaminathan-Halder Restaurant,Mumbai,19.076,72.8777,Indian
"Rana, Boase and Goda Restaurant",Bangalore,12.9716,77.5946,South Indian
Khare-Sachar Restaurant,Delhi,28.6139,77.209,Italian
Sathe Group Restaurant,Delhi,28.6139,77.209,North Indian
Gala-Misra Restaurant,Mumbai,19.076,72.8777,North Indian
"Narayan, Patel and D’Alia Restaurant",Lucknow,26.8467,80.9462,North Indian
Sethi Inc Restaurant,Lucknow,26.8467,80.9462,Indian
"Dani, Rai and Sandhu Restaurant",Pune,18.5204,73.8567,Chinese
Agrawal-Talwar Restaurant,Mumbai,19.076,72.8777,Italian
"Varughese, Kashyap and Master Restaurant",Lucknow,26.8467,80.9462,Mexican
Agate Ltd Restaurant,Kolkata,22.5726,88.3639,North Indian
Bajaj-Bava Restaurant,Lucknow,26.8467,80.9462,Arabic
"Ghosh, Badal and Bansal Restaurant",Bangalore,12.9716,77.5946,Japanese
Anne-Jain Restaurant,Bangalore,12.9716,77.5946,Chinese
"Choudhary, Nayak and Nagar Restaurant",Hyderabad,17.385,78.4867,Arabic
Goyal-Sarma Restaurant,Lucknow,26.8467,80.9462,Indian
Golla-Rau Restaurant,Kolkata,22.5726,88.3639,Chinese
Yogi Ltd Restaurant,Kolkata,22.5726,88.3639,Japanese
"Lal, Golla and Rau Restaurant",Pune,18.5204,73.8567,Chinese
"Nagar, Bandi and Mangat Restaurant",Bangalore,12.9716,77.5946,Chinese
Dave Inc Restaurant,Kolkata,22.5726,88.3639,South Indian
"Hayer, Thakkar and Andra Restaurant",Ahmedabad,23.0225,72.5714,Mexican
Sanghvi-Tailor Restaurant,Bangalore,12.9716,77.5946,Chinese
"Kari, Kadakia and Biswas Restaurant",Chennai,13.0827,80.2707,Chinese
Mukhopadhyay-Mangat Restaurant,Mumbai,19.076,72.8777,Italian
Ben PLC Restaurant,Delhi,28.6139,77.209,Indian
Bava and Sons Restaurant,Ahmedabad,23.0225,72.5714,Arabic
Keer PLC Restaurant,Lucknow,26.8467,80.9462,Mexican
"Karnik, Jha and Sridhar Restaurant",Lucknow,26.8467,80.9462,North Indian
"Choudhary, Balasubramanian and Sankaran Restaurant",Bangalore,12.9716,77.5946,Arabic
Mani Ltd Restaurant,Mumbai,19.076,72.8777,Chinese
Talwar-Soman Restaurant,Jaipur,26.9124,75.7873,South Indian
"Dugar, Prashad and Radhakrishnan Restaurant",Hyderabad,17.385,78.4867,Mexican
Bava Inc Restaurant,Kolkata,22.5726,88.3639,Chinese
Nayak-Saran Restaurant,Kolkata,22.5726,88.3639,Italian
Vohra PLC Restaurant,Ahmedabad,23.0225,72.5714,North Indian
Sethi Inc Restaurant,Mumbai,19.076,72.8777,Arabic
Nagarajan and Sons Restaurant,Mumbai,19.076,72.8777,Chinese
"Bhatt, Arora and Bawa Restaurant",Chennai,13.0827,80.2707,Chinese
Ramachandran Inc Restaurant,Pune,18.5204,73.8567,Japanese
"Dugar, Behl and Nazareth Restaurant",Kolkata,22.5726,88.3639,Italian
"Ghosh, Bhatt and Aurora Restaurant",Lucknow,26.8467,80.9462,North Indian
"Sandhu, Baral and Thakkar Restaurant",Jaipur,26.9124,75.7873,South Indian
Mutti Group Restaurant,Bangalore,12.9716,77.5946,North Indian
De Group Restaurant,Kolkata,22.5726,88.3639,Arabic
"Mohanty, Bala and Balay Restaurant",Chennai,13.0827,80.2707,Arabic
Ben PLC Restaurant,Kolkata,22.5726,88.3639,Chinese
Din-Choudhry Restaurant,Lucknow,26.8467,80.9462,Indian
Tiwari Inc Restaurant,Bangalore,12.9716,77.5946,Mexican
Aggarwal-Chandra Restaurant,Hyderabad,17.385,78.4867,Mexican
Choudhary LLC Restaurant,Lucknow,26.8467,80.9462,Indian
Apte and Sons Restaurant,Jaipur,26.9124,75.7873,Arabic
Suresh-Dalal Restaurant,Bangalore,12.9716,77.5946,Indian
Singhal PLC Restaurant,Lucknow,26.8467,80.9462,Mexican
"Biswas, Joshi and Bhat Restaurant",Hyderabad,17.385,78.4867,Mexican
"Singh, Talwar and Solanki Restaurant",Pune,18.5204,73.8567,Japanese
Khurana Group Restaurant,Hyderabad,17.385,78.4867,Mexican
Nayak-Bakshi Restaurant,Pune,18.5204,73.8567,North Indian
"Anne, Bhakta and Hegde Restaurant",Ahmedabad,23.0225,72.5714,South Indian
"Banik, Hans and Nayar Restaurant",Bangalore,12.9716,77.5946,Japanese
"Vora, Comar and Kapadia Restaurant",Ahmedabad,23.0225,72.5714,Japanese
"Ray, Datta and Verma Restaurant",Mumbai,19.076,72.8777,Japanese
"Srivastava, Varughese and Sundaram Restaurant",Lucknow,26.8467,80.9462,Japanese
Sharaf-Barad Restaurant,Chennai,13.0827,80.2707,Mexican
Datta Ltd Restaurant,Delhi,28.6139,77.209,South Indian
Gupta-Dugar Restaurant,Hyderabad,17.385,78.4867,Mexican
Sridhar and Sons Restaurant,Ahmedabad,23.0225,72.5714,Mexican
"Sabharwal, Khatri and Gokhale Restaurant",Pune,18.5204,73.8567,Mexican
"Walia, Chauhan and Mishra Restaurant",Pune,18.5204,73.8567,South Indian
Bhakta Inc Restaurant,Kolkata,22.5726,88.3639,Italian
Shetty-Kadakia Restaurant,Delhi,28.6139,77.209,Chinese
"Muni, Ravel and Desai Restaurant",Ahmedabad,23.0225,72.5714,Arabic
Shroff LLC Restaurant,Jaipur,26.9124,75.7873,North Indian
"Mann, Bora and Sura Restaurant",Delhi,28.6139,77.209,Chinese
Borra-Chaudhary Restaurant,Delhi,28.6139,77.209,Indian
Raj PLC Restaurant,Chennai,13.0827,80.2707,Arabic
"Borra, Tella and Prakash Restaurant",Mumbai,19.076,72.8777,Chinese
"Mand, Upadhyay and Palla Restaurant",Pune,18.5204,73.8567,North Indian
Tandon Group Restaurant,Ahmedabad,23.0225,72.5714,Japanese
Golla-Rau Restaurant,Hyderabad,17.385,78.4867,Arabic
Grover-Nanda Restaurant,Pune,18.5204,73.8567,Mexican
"Sheth, Dar and Ray Restaurant",Bangalore,12.9716,77.5946,North Indian
Deshpande LLC Restaurant,Lucknow,26.8467,80.9462,Japanese
"Hegde, Palla and Rajagopalan Restaurant",Jaipur,26.9124,75.7873,Arabic
"Sachdeva, Narayanan and Sane Restaurant",Pune,18.5204,73.8567,Arabic
Kanda-Sibal Restaurant,Kolkata,22.5726,88.3639,Italian
"Kant, Viswanathan and Kulkarni Restaurant",Lucknow,26.8467,80.9462,Chinese
Bhandari and Sons Restaurant,Delhi,28.6139,77.209,Italian
Grover-Nanda Restaurant,Delhi,28.6139,77.209,Chinese
"Naidu, Srinivasan and Bahri Restaurant",Mumbai,19.076,72.8777,Indian
Johal-Patil Restaurant,Ahmedabad,23.0225,72.5714,South Indian
Deshpande LLC Restaurant,Hyderabad,17.385,78.4867,Arabic
"Biswas, Joshi and Bhat Restaurant",Mumbai,19.076,72.8777,Indian
Nigam-Mall Restaurant,Chennai,13.0827,80.2707,Indian
Dara-Sinha Restaurant,Kolkata,22.5726,88.3639,Japanese
Vora-Gour Restaurant,Jaipur,26.9124,75.7873,Mexican
Apte and Sons Restaurant,Jaipur,26.9124,75.7873,Arabic
Ratta-Kashyap Restaurant,Delhi,28.6139,77.209,Indian
"Kala, Bassi and Nagi Restaurant",Mumbai,19.076,72.8777,Japanese
"Arora, Palla and Ramaswamy Restaurant",Mumbai,19.076,72.8777,North Indian
"Malhotra, Sagar and Choudhry Restaurant",Pune,18.5204,73.8567,Chinese
"Grewal, Chaudhari and Upadhyay Restaurant",Ahmedabad,23.0225,72.5714,Arabic
Yogi-Kari Restaurant,Ahmedabad,23.0225,72.5714,Japanese
Iyer-Dugar Restaurant,Delhi,28.6139,77.209,Indian
"Vala, Lall and Bhatti Restaurant",Mumbai,19.076,72.8777,Mexican
Sharaf LLC Restaurant,Pune,18.5204,73.8567,Chinese
Desai-Acharya Restaurant,Mumbai,19.076,72.8777,North Indian
Sibal-Edwin Restaurant,Ahmedabad,23.0225,72.5714,Japanese
"Natarajan, Bir and Mallick Restaurant",Jaipur,26.9124,75.7873,Italian
"Vig, Chandra and Nagar Restaurant",Kolkata,22.5726,88.3639,Indian
Lanka-Sehgal Restaurant,Jaipur,26.9124,75.7873,Chinese
Baral-Chokshi Restaurant,Mumbai,19.076,72.8777,Chinese
"Muni, Dhar and Dada Restaurant",Chennai,13.0827,80.2707,Indian
"Wason, Bhatt and Shenoy Restaurant",Chennai,13.0827,80.2707,North Indian
"Devi, Choudhury and Dass Restaurant",Delhi,28.6139,77.209,Italian
Bala Group Restaurant,Delhi,28.6139,77.209,Arabic
Rana-Khalsa Restaurant,Bangalore,12.9716,77.5946,Italian
Jayaraman Ltd Restaurant,Jaipur,26.9124,75.7873,Indian
Doshi Inc Restaurant,Chennai,13.0827,80.2707,Mexican
Balakrishnan Inc Restaurant,Mumbai,19.076,72.8777,Chinese
"Iyer, Barman and Bhandari Restaurant",Hyderabad,17.385,78.4867,Chinese
Wadhwa-Tailor Restaurant,Lucknow,26.8467,80.9462,Arabic
Raval-Lad Restaurant,Mumbai,19.076,72.8777,Mexican
Baria and Sons Restaurant,Lucknow,26.8467,80.9462,Arabic
Swaminathan Inc Restaurant,Bangalore,12.9716,77.5946,South Indian
Seshadri-Chakrabarti Restaurant,Jaipur,26.9124,75.7873,Chinese
"Dhawan, Hari and Toor Restaurant",Delhi,28.6139,77.209,Italian
"Kala, Bassi and Nagi Restaurant",Jaipur,26.9124,75.7873,Arabic
Yadav-Korpal Restaurant,Mumbai,19.076,72.8777,Japanese
Sangha Inc Restaurant,Ahmedabad,23.0225,72.5714,Japanese
Dar-Ganesh Restaurant,Mumbai,19.076,72.8777,South Indian
Dass Group Restaurant,Delhi,28.6139,77.209,Indian
"Sekhon, Hari and Atwal Restaurant",Bangalore,12.9716,77.5946,North Indian
Uppal-Muni Restaurant,Mumbai,19.076,72.8777,Arabic
Chauhan-Chowdhury Restaurant,Bangalore,12.9716,77.5946,Arabic
Sarma LLC Restaurant,Lucknow,26.8467,80.9462,Arabic
Tak-Bahri Restaurant,Delhi,28.6139,77.209,Mexican
Buch Group Restaurant,Bangalore,12.9716,77.5946,Chinese
Arora Ltd Restaurant,Bangalore,12.9716,77.5946,Italian
"Choudhary, Balasubramanian and Sankaran Restaurant",Jaipur,26.9124,75.7873,Japanese
Gour LLC Restaurant,Hyderabad,17.385,78.4867,Italian
Hari PLC Restaurant,Bangalore,12.9716,77.5946,North Indian
"Krishnamurthy, Dalal and Barad Restaurant",Ahmedabad,23.0225,72.5714,South Indian
Garg Group Restaurant,Ahmedabad,23.0225,72.5714,South Indian
Datta-Dhillon Restaurant,Chennai,13.0827,80.2707,Italian
Goswami-Venkatesh Restaurant,Lucknow,26.8467,80.9462,Italian
Patla Group Restaurant,Kolkata,22.5726,88.3639,Arabic
Chauhan PLC Restaurant,Ahmedabad,23.0225,72.5714,North Indian
Dugar and Sons Restaurant,Delhi,28.6139,77.209,Arabic
Srinivas-Dhingra Restaurant,Lucknow,26.8467,80.9462,Japanese
Sane-Johal Restaurant,Delhi,28.6139,77.209,Japanese
"Raja, Srinivasan and Narula Restaurant",Kolkata,22.5726,88.3639,South Indian
"Issac, Master and Peri Restaurant",Lucknow,26.8467,80.9462,Japanese
Ramanathan-Balakrishnan Restaurant,Ahmedabad,23.0225,72.5714,Chinese
"Patil, Magar and Mukhopadhyay Restaurant",Bangalore,12.9716,77.5946,Indian
Madan LLC Restaurant,Bangalore,12.9716,77.5946,Chinese
"Grewal, Bandi and Gera Restaurant",Ahmedabad,23.0225,72.5714,North Indian
Borra-Chaudhary Restaurant,Ahmedabad,23.0225,72.5714,Italian
Narang-Khanna Restaurant,Ahmedabad,23.0225,72.5714,North Indian
Bhalla-Bhasin Restaurant,Chennai,13.0827,80.2707,South Indian
Sahni Ltd Restaurant,Kolkata,22.5726,88.3639,Arabic
Sathe and Sons Restaurant,Bangalore,12.9716,77.5946,Italian
Bhandari and Sons Restaurant,Pune,18.5204,73.8567,Mexican
"Sen, Munshi and Doctor Restaurant",Pune,18.5204,73.8567,Japanese
Mangal Ltd Restaurant,Lucknow,26.8467,80.9462,Indian
"Dara, Saini and Hora Restaurant",Kolkata,22.5726,88.3639,Italian
"Shetty, Majumdar and Sinha Restaurant",Jaipur,26.9124,75.7873,South Indian
"Sachdeva, Narayanan and Sane Restaurant",Pune,18.5204,73.8567,Indian
"Bose, Mandal and Varma Restaurant",Mumbai,19.076,72.8777,Indian
Murthy-Pillai Restaurant,Lucknow,26.8467,80.9462,Chinese
Mishra LLC Restaurant,Kolkata,22.5726,88.3639,Arabic
Shetty-Kadakia Restaurant,Chennai,13.0827,80.2707,South Indian
"Munshi, Bose and Bal Restaurant",Bangalore,12.9716,77.5946,Arabic
Das Ltd Restaurant,Jaipur,26.9124,75.7873,South Indian
"Pillay, Shenoy and Uppal Restaurant",Pune,18.5204,73.8567,North Indian
Varghese-Krishnan Restaurant,Pune,18.5204,73.8567,Japanese
"Salvi, Yohannan and Kapadia Restaurant",Lucknow,26.8467,80.9462,North Indian
Kata-Murthy Restaurant,Hyderabad,17.385,78.4867,Italian
"Som, Chandra and Sarraf Restaurant",Hyderabad,17.385,78.4867,Mexican
Nayak-Saran Restaurant,Kolkata,22.5726,88.3639,Chinese
Chacko-Kade Restaurant,Lucknow,26.8467,80.9462,Italian
"Prakash, Sur and Sahota Restaurant",Chennai,13.0827,80.2707,Chinese
"Mannan, Pandit and Bhat Restaurant",Kolkata,22.5726,88.3639,Chinese
Bakshi-Agrawal Restaurant,Bangalore,12.9716,77.5946,Italian
Chatterjee Inc Restaurant,Delhi,28.6139,77.209,Japanese
Buch Ltd Restaurant,Ahmedabad,23.0225,72.5714,Mexican
Nayak-Saran Restaurant,Jaipur,26.9124,75.7873,Indian
Lanka-Sehgal Restaurant,Mumbai,19.076,72.8777,Chinese
"Setty, Dave and Dara Restaurant",Bangalore,12.9716,77.5946,Mexican
"Bajwa, Prabhu and Dayal Restaurant",Bangalore,12.9716,77.5946,Italian
Contractor LLC Restaurant,Jaipur,26.9124,75.7873,Arabic
"Mital, Reddy and Naik Restaurant",Ahmedabad,23.0225,72.5714,Italian
Pathak LLC Restaurant,Jaipur,26.9124,75.7873,Japanese
Suresh LLC Restaurant,Hyderabad,17.385,78.4867,North Indian
Sandal PLC Restaurant,Lucknow,26.8467,80.9462,North Indian
"Shankar, Warrior and Dara Restaurant",Ahmedabad,23.0225,72.5714,Arabic
Dubey PLC Restaurant,Mumbai,19.076,72.8777,Japanese
Kapadia-Walia Restaurant,Kolkata,22.5726,88.3639,North Indian
"Sarin, Uppal and Chand Restaurant",Chennai,13.0827,80.2707,Indian
Char LLC Restaurant,Ahmedabad,23.0225,72.5714,South Indian
Lad-Dave Restaurant,Lucknow,26.8467,80.9462,Arabic
Saini-Venkataraman Restaurant,Lucknow,26.8467,80.9462,North Indian
"Behl, Tiwari and Mane Restaurant",Kolkata,22.5726,88.3639,Mexican
Sant-Dutt Restaurant,Chennai,13.0827,80.2707,Arabic
"Bhatia, Nath and Barad Restaurant",Jaipur,26.9124,75.7873,Italian
Chahal and Sons Restaurant,Bangalore,12.9716,77.5946,Indian
Deo-Chander Restaurant,Mumbai,19.076,72.8777,Chinese
Gupta-Dugar Restaurant,Hyderabad,17.385,78.4867,Arabic
"Ray, Aggarwal and Sant Restaurant",Jaipur,26.9124,75.7873,Italian
"Brahmbhatt, Palan and Kamdar Restaurant",Pune,18.5204,73.8567,North Indian
Contractor Inc Restaurant,Hyderabad,17.385,78.4867,Chinese
Sahota PLC Restaurant,Bangalore,12.9716,77.5946,Chinese
Rai-Bala Restaurant,Lucknow,26.8467,80.9462,Italian
Kannan PLC Restaurant,Hyderabad,17.385,78.4867,Chinese
"Nagy, Srivastava and Mitter Restaurant",Delhi,28.6139,77.209,Arabic
"Malhotra, Sagar and Choudhry Restaurant",Delhi,28.6139,77.209,Indian
Kashyap Inc Restaurant,Ahmedabad,23.0225,72.5714,Arabic
Morar-Yadav Restaurant,Delhi,28.6139,77.209,Arabic
Korpal-Jayaraman Restaurant,Bangalore,12.9716,77.5946,Italian
Korpal-Jayaraman Restaurant,Pune,18.5204,73.8567,Arabic
Kari Inc Restaurant,Hyderabad,17.385,78.4867,Chinese
"Sathe, Balay and Dhaliwal Restaurant",Jaipur,26.9124,75.7873,Chinese
Goyal-Sarma Restaurant,Ahmedabad,23.0225,72.5714,Mexican
Hans-Dutta Restaurant,Mumbai,19.076,72.8777,Italian
Shukla and Sons Restaurant,Chennai,13.0827,80.2707,North Indian
Mishra LLC Restaurant,Kolkata,22.5726,88.3639,Arabic
Varghese-Krishnan Restaurant,Mumbai,19.076,72.8777,North Indian
Sarin-Sethi Restaurant,Delhi,28.6139,77.209,Indian
